,ratings,review
15,5,Different in design and comes with attractive colours also very handy device. This device has beaten Vivo T3 Ultra in camera test with less camera pixels. Battery backup is quite good.READ MORE
16,5,Allrounder phoneREAD MORE
17,5,All good best in range. Battery standby can be more durable then 5/5.READ MORE
18,4,Nice product....must be boughtREAD MORE
19,5,Nice is expireyance goodREAD MORE
20,5,GoodREAD MORE
21,5,GoodREAD MORE
22,5,"Really I'm impressed with this phone....as a name says realme p2 pro,here means power.... it's a allrounder phone...READ MORE"
23,5,Awesome phoneREAD MORE
24,5,Display is goodBuild quality is goodNew feature is goodPerformance is good All over experience is good go buy its not a waste of money it's worth.I got in 25 in sale it's a super budget performance phoneTotally satisfied..After use 1 monthREAD MORE
25,4,"The phone looks good, the build quality is good.Charging takes 60 minutes to charge from 23 to 95%. This is absolutely ridiculous. (Even the redmi note 9 pro takes the same amount of time to charge from 30 to 90%. )READ MORE"
26,4,Faster chargingREAD MORE
27,5,Nice phone looks beautiful camera performance goodREAD MORE
28,5,It's amazing especially for performance and the camera is goodREAD MORE
29,5,NiceREAD MORE
30,5,Nice productREAD MORE
31,5,Very nicely 👍 👍 👍 👍READ MORE
32,5,Very good product 😍READ MORE
33,3,"I'm Big fan of realme me, I used the same brand earlier real me 3 Pro, but I am very much dissapointed with camera with P2 Pro, my earlier phone real me 3Pro camera is better than this P2 Pro camera..what can I do now nothing na...so if you are looking for good camera phone, then don't go for this oneREAD MORE"
34,4,"Writing the review after 1 month of useBattery Quick charge. Stay for 24hrs for regular useDisplay Good and edge sense is slnicePerformanceLooks to be good, but observing some heat.CameraGood but while moving to zoom the cam is taking slight delay in adjusting the lens Overall Good product.READ MORE"
35,4,Value for moneyREAD MORE
36,4,I have been using it for 5 days till now it's a good one. Everything is working fine. Let's see hope for the best 🤞🧿READ MORE
37,5,Like Picture DSLR.READ MORE
38,5,All over performance was amazing at this price point !READ MORE
39,5,Very nice 👍👍👍READ MORE
40,5,Very great productREAD MORE
41,5,Veri osam phoneREAD MORE
42,5,GoodREAD MORE
43,5,Very nice but full cash no exchangeREAD MORE
44,5,Great phone all is okey but bettery is Good not best... #jayshreeram🙏READ MORE
45,5,Nice productREAD MORE
46,5,Very good productREAD MORE
47,5,GoodREAD MORE
48,5,good camera quality and good perfomaceREAD MORE
49,5,Good mobile but charge 1 hourREAD MORE
50,5,Display quality note betterREAD MORE
51,5,Very nice mobileREAD MORE
52,5,Best in market best performance thanks real me. 🙂READ MORE
53,5,One of the best mobile. The design and performance topnotch. If you get this mobile under 22k go for it.READ MORE
54,5,One of the best mobile. The design and performance topnotch. If you get this mobile under 22k go for it.READ MORE
55,5,Nice mobile phone... amazing 🤩 🤩🤩🤩READ MORE
56,5,Fantastic 🤩 Worth the waitREAD MORE
57,5,Good performance and camREAD MORE
58,5,Camera quality is superb of both side of mobile 5/5 Sound quality is good 4/5Display quality is excellent 👌 5/5Battery quality is good 4/5Touch of this phone is excellent 👌 5/5Supervooc charging is excellent 👌 5/5Design of this phone is Good 5/5 if leather texture was used then hand grips is also better without back cover....Performance of this phone is superb👌 5/5Ai function in this mobile is good working 5/5Overall good performance of this mobile in this price segment....READ MORE
59,5,Better drin quick to lunch ta new uadate version battery perREAD MORE
60,3,"The phone is good , exchange is big scam , they cot one price during booking , later while delivery they find some reason to deduct the cot amount ,in spite of choosing lower option For exchange , I had a option of refusing , but don't want to disappoint my daughter who was eagerly  waiting for the phoneREAD MORE"
61,3,The overall phone is good the charging speed is nearly 50 minutes.The camera quality is awesome just as I expected.But I feel bad only one thing that the phone is heating while playing CALL of duty.Battery discharge fastly which is depressing me...When playing COD the battery drain fasts and  the phone is heating no lag in the game only one time I saw glitch while playing. Over all features are awesome.The touch response is 🔥🔥READ MORE
62,4,Please update camera features !So much brightness when taking a selfie  2nd things bettry quickly drain3rd things changing speed low like 33W4th things please improve camera features pleaseREAD MORE
63,2,Charge drain fastREAD MORE
64,3,Battery drains very fastCamera just average Performance just okk okkCharging time 50-60 minFor regular use it's okkDisplay is smooth ⭐⭐⭐for this productREAD MORE
65,4,Best productREAD MORE
66,3,Display colour is not goodREAD MORE
67,3,Phone performance is Very Good...But Battery Back Up Very Poor...READ MORE
68,3,BatterREAD MORE
69,3,Overall phone very good but I don't know why realme phone not add nfc in there productREAD MORE
70,2,Heating issue Battery avarageCamera avarage Performance Avarage My old Realme XT is 5 years old now also good working I love realme XT Bur p2 pro not satisfied Heating issue battery quickly drained Selfi okFront camera avarageREAD MORE
71,5,Awesome Mobile.  Everything is best😍Camera back is woowCurve display with amoled ✅Batery life 5200 mh  +  Fast charger.   ( FULL Charge take maximum 70 min ) Smooth mobile ✅Wonderful back design ✅No Hang issue Recommend 12 + 256  Gb  varient 🎁READ MORE
72,5,Awesome mobile...Very good photo and charge lasting.....READ MORE
73,5,"Nice design, nice lookREAD MORE"
74,5,Very classic lock and mobile screen so silim and very light weightREAD MORE
75,5,Phon came on 7oct n it's one day today haven't usd it properly made n id now I wil gv rvw after 20/30days It's good but U cn go for itRange wise good lN thnx lot Flipkart asusualREAD MORE
76,5,Nice looking 🥰realme p2proREAD MORE
77,4,OkREAD MORE
78,5,Very nice 💯 thank you flipkart 🥰READ MORE
79,5,Such a amazing phoneREAD MORE
80,5,Excellent 👍READ MORE
81,5,"After using for three months I am going to give review on this product. Really an excellent product. It's design,camera,sound and other features are amazingREAD MORE"
82,5,Display-Best in the rangeBattery-GoodCamera-NicePerformance-GoodREAD MORE
83,2,The battery drained very fast without using properlyREAD MORE
84,1,Too bad camera Quality I hope to check the company camera I disappointed to me realmeREAD MORE
85,3,SuperREAD MORE
86,5,Superb mobileREAD MORE
87,3,Just okREAD MORE
88,5,GoodREAD MORE
89,5,Nice 👍READ MORE
90,5,One of the best phone of realmeREAD MORE
91,5,"512gb , smooth and fast , captures clear pictures , nice phoneREAD MORE"
92,5,Master Piece 🧩 the Best ever phone I have its a Green colour RocksREAD MORE
93,5,"The camera is so good, the battery is also very good, and the overall performance of the phone is very good.READ MORE"
94,5,Best mobileREAD MORE
95,5,Loved itREAD MORE
96,1,Camera quality is bad and poor as compared to its low configuration model(P1 Pro is batter)Battery charging is very slow as compared to other models in market.READ MORE
97,5,Best productREAD MORE
98,5,Nice picture beautifulREAD MORE
99,5,GOODREAD MORE
100,5,Very nice 👍👍👍READ MORE
101,4,OkREAD MORE
102,5,Very nice 💯 thank you flipkart 🥰READ MORE
103,5,Such a amazing phoneREAD MORE
104,5,Excellent 👍READ MORE
105,5,"After using for three months I am going to give review on this product. Really an excellent product. It's design,camera,sound and other features are amazingREAD MORE"
106,5,Display-Best in the rangeBattery-GoodCamera-NicePerformance-GoodREAD MORE
107,2,The battery drained very fast without using properlyREAD MORE
108,1,Too bad camera Quality I hope to check the company camera I disappointed to me realmeREAD MORE
109,5,Very great productREAD MORE
110,3,SuperREAD MORE
111,5,Superb mobileREAD MORE
112,3,Just okREAD MORE
113,5,GoodREAD MORE
114,5,Nice 👍READ MORE
115,5,One of the best phone of realmeREAD MORE
116,5,"512gb , smooth and fast , captures clear pictures , nice phoneREAD MORE"
117,5,Master Piece 🧩 the Best ever phone I have its a Green colour RocksREAD MORE
118,5,"The camera is so good, the battery is also very good, and the overall performance of the phone is very good.READ MORE"
119,5,Best mobileREAD MORE
120,5,Loved itREAD MORE
121,1,Camera quality is bad and poor as compared to its low configuration model(P1 Pro is batter)Battery charging is very slow as compared to other models in market.READ MORE
122,5,Best productREAD MORE
123,5,Nice picture beautifulREAD MORE
124,5,GOODREAD MORE
125,5,Very niceREAD MORE
126,5,Veri osam phoneREAD MORE
127,4,Good productREAD MORE
128,5,Very good mobile in this price rangeREAD MORE
129,5,Good mobileREAD MORE
130,5,Super 🥰 mind blowingREAD MORE
131,5,I like this phone but battery is disappointed to meREAD MORE
132,1,Network problemREAD MORE
133,5,GoodREAD MORE
134,5,Very nice but full cash no exchangeREAD MORE
135,2,Sim issue signals problemREAD MORE
136,4,"All ok,but battery drain fastly.that is the only problem.READ MORE"
137,4,Loking for supper🥰 low cost best mobile best fuachersREAD MORE
138,2,I am always use Vivo phone.but it's first time I bought realme but phone performance is not good  camera is very poorREAD MORE
139,5,Awesome Mobile.  Everything is best😍Camera back is woowCurve display with amoled ✅Batery life 5200 mh  +  Fast charger.   ( FULL Charge take maximum 70 min ) Smooth mobile ✅Wonderful back design ✅No Hang issue Recommend 12 + 256  Gb  varient 🎁READ MORE
140,4,Ph new versation update phote parpamance super 3month used.. Next review  realme p2pro superREAD MORE
141,5,GoodREAD MORE
142,4,"After two days my review is overall mobile is good but heating issue is there may be resolved after software upgrade, AI in this price is very good, looking at the price it's good pick so far.READ MORE"
143,5,Not badREAD MORE
144,5,Good experience best mobile under 25kREAD MORE
145,5,Good productREAD MORE
146,5,Nice performanceREAD MORE
147,5,"Good phone, good qualityREAD MORE"
148,5,I love Realms 👌👌READ MORE
149,4,GoodREAD MORE
150,5,Loved this product performance is good do buy it its affordable with lots of specs at thus price levelREAD MORE
151,3,Cemera Sony bat not good RenaultREAD MORE
152,5,Nice phone in the segmentREAD MORE
153,3,"Camera Quality is not upto the mark, front camera is worst, except camera everything is goodREAD MORE"
154,5,Super mobileREAD MORE
155,5,Great phone all is okey but bettery is Good not best... #jayshreeram🙏READ MORE
156,5,Like Picture DSLR.READ MORE
157,5,Very nice proudectREAD MORE
158,5,SuperbREAD MORE
159,5,Flagship mobile in BuREAD MORE
160,5,GoodREAD MORE
161,5,GoodREAD MORE
162,1,The phone was overheating issue and battery draining camera not working properREAD MORE
163,1,"After using it for a few weeks this is my review, the battery is not good, one thing is ok fast charging, camera ok, display is ok design looks slim and good, performance is not what I expected.READ MORE"
164,3,Display colour is not goodREAD MORE
165,5,"Camera design in back side should be more effective and beautiful, main speaker should be more loud also.READ MORE"
166,5,"This phone is amazing in all the aspect. I saw few complaints here regarding battery, to those people I just want to say that you should do battery calibration first before actually start using the phone. Fully drain the battery up until it switches off by itself and then charge fully. Do this 2 to 3 times only and you will notice that battery is lasting long now. Regarding camera, dude if you don't know how to use a good camera phone then please don't buy this. Camera is just amazing with to...READ MORE"
167,1,"Phone and charger both were so much heating issue, very much disappointed with this itemREAD MORE"
168,4,You also buy this phone 🤳. Nice product realme.best phone in this price.My opinion is you can buy thisREAD MORE
169,3,"Battery is worst in this price range rarely goes 1 day in normal usage  ...camera is just good should be better according to the price ... display is excellent, performance is very good, design is also good...... Battery is totally disappointed 😞☹️... should not expected from #realme even my old phone 9i gives better backup till now after using 3 years+ and  used very roughly.....READ MORE"
170,3,"Camera not upto the mark, camera not take colours properly. Clean the photo in every images.READ MORE"
171,5,Amazing....READ MORE
172,5,I am presently okREAD MORE
173,4,Camera not good but phone function and speed is very goodREAD MORE
174,5,Very goodREAD MORE
175,4,NiceREAD MORE
176,5,Nice mobileREAD MORE
177,5,OK 👍READ MORE
178,2,Poor camera . battery is quickly dry. Very poor totally.READ MORE
179,4,Ok bast product for priceREAD MORE
180,2,When I buy this mobile I am really impressed about both cameras. Battery was really really very very worst. I use gently but it drain very very fast. From one month I didn't use hot spot. Then I saw there in no hotspot option in my mobile and factory data reset option also.Worst experience I am experiencing.READ MORE
181,5,GoodREAD MORE
182,5,Nice mobileREAD MORE
183,5,Nice phone 👍READ MORE
184,5,Product is good but battery backup is not goodREAD MORE
185,5,Nice picture quality.performance is also goodREAD MORE
186,5,BestREAD MORE
187,5,NiceREAD MORE
188,1,"First time I got a bad Product from Flipkart, I request many times for refund,but they don't. I have no time to go to service centre after get my mobile from Flipkart.From today I unsubscribe Flipkart..!READ MORE"
189,5,Phone is good only delivery service is badREAD MORE
190,5,Very goodREAD MORE
191,4,Good phone for regular applicationREAD MORE
192,5,Very NiceREAD MORE
193,5,Worth of money 👍READ MORE
194,5,Writing this review after 2 months of use. Battery 🔋 5200 gives whole power pack performance Camera 📸 as per price it gives good quality picturesDisplay and design are best.Someone looking for an overall good performance phone can go for itREAD MORE
195,5,Good oneREAD MORE
196,1,Phone camera captures pic blurr and not clearPhone heat during charging timeREAD MORE
197,5,"Good phone and it is waterproof 💥 I thought I lost my new phone when it accidently fell into water , but it is waterproof and no problem I'm still using it 💯READ MORE"
198,5,It's really great performance and value of moneyREAD MORE
199,1,Very bad quality and product poor serviceREAD MORE
200,5,Excellent 5g mobile phone in the budget range. The camera is good. Battery backup is good. Performance is also good.READ MORE
201,5,Good mobile very good I have buy this mobile in 12/256 very beautiful mobile but camera quality is ok ok medium 🔉 spekar is very good battery 🔋 drain fast  I have power charger  issue face this mobile but mobile is 10/08 rating ok ok mobile over all bast and nice mobile happy 😊😊 happy diwali 🎇🪔🪔🪔🪔READ MORE
202,5,"Nice phone I totally satisfy with realme 2 Pro and Flipkart great display 5 /5, battery 5/5 sound 5/5 camera 5/5 over all looks 5/5 mast bye recommendationREAD MORE"
203,5,Good and best ever real me seriesREAD MORE
204,5,stunning display and design is good but camera is not upto the mark.READ MORE
205,5,"This phone is amazing in all the aspect. I saw few complaints here regarding battery, to those people I just want to say that you should do battery calibration first before actually start using the phone. Fully drain the battery up until it switches off by itself and then charge fully. Do this 2 to 3 times only and you will notice that battery is lasting long now. Regarding camera, dude if you don't know how to use a good camera phone then please don't buy this. Camera is just amazing with to...READ MORE"
206,5,It's amazing especially for performance and the camera is 😊READ MORE
207,5,"The Realme P2 Pro 5G delivers an excellent mix of features for its price point. With its premium design, high-refresh-rate display, solidperformance, and fast charging, it's one of the best options in the midrange 5G segment. While the camera may not be flagship quality, it's more than capable for everydayphotography. Overall, the P2 Pro 5G is a great choice for users looking for a reliable 5G smartphone without breaking the bank.READ MORE"
208,5,mobile is good but camera is very poor its not evan like my real me 2pro camera if for camera dont buy rest every thing is good till now will update anyting elseREAD MORE
209,5,Good comera good bettryREAD MORE
210,5,I love this product Realme P2 pro 5GHandsome CameraSuper performance Excellent battery powerWhat a great design..superbbbThanks Flipkart for delivery on time ...READ MORE
211,5,Realme P2 Pro 5G camera superREAD MORE
212,5,Different in design and comes with attractive colours also very handy device. This device has beaten Vivo T3 Ultra in camera test with less camera pixels. Battery backup is quite good.READ MORE
213,5,Allrounder phoneREAD MORE
214,5,All good best in range. Battery standby can be more durable then 5/5.READ MORE
215,5,Nice is expireyance goodREAD MORE
216,5,GoodREAD MORE
217,5,GoodREAD MORE
218,5,"Really I'm impressed with this phone....as a name says realme p2 pro,here means power.... it's a allrounder phone...READ MORE"
219,5,Awesome phoneREAD MORE
220,5,Display is goodBuild quality is goodNew feature is goodPerformance is good All over experience is good go buy its not a waste of money it's worth.I got in 25 in sale it's a super budget performance phoneTotally satisfied..After use 1 monthREAD MORE
221,5,Nice phone looks beautiful camera performance goodREAD MORE
222,5,It's amazing especially for performance and the camera is goodREAD MORE
223,5,NiceREAD MORE
224,5,Nice productREAD MORE
225,5,Very nicely 👍 👍 👍 👍READ MORE
226,5,Very good product 😍READ MORE
227,5,Like Picture DSLR.READ MORE
228,5,All over performance was amazing at this price point !READ MORE
229,5,Very nice 👍👍👍READ MORE
230,5,Very great productREAD MORE
231,5,Veri osam phoneREAD MORE
232,5,GoodREAD MORE
233,5,Very nice but full cash no exchangeREAD MORE
234,5,Great phone all is okey but bettery is Good not best... #jayshreeram🙏READ MORE
235,5,Nice productREAD MORE
236,5,Very good productREAD MORE
237,5,GoodREAD MORE
238,5,good camera quality and good perfomaceREAD MORE
239,5,Good mobile but charge 1 hourREAD MORE
240,5,Display quality note betterREAD MORE
241,5,Very nice mobileREAD MORE
242,5,Best in market best performance thanks real me. 🙂READ MORE
243,5,One of the best mobile. The design and performance topnotch. If you get this mobile under 22k go for it.READ MORE
244,5,One of the best mobile. The design and performance topnotch. If you get this mobile under 22k go for it.READ MORE
245,5,Nice mobile phone... amazing 🤩 🤩🤩🤩READ MORE
246,5,Fantastic 🤩 Worth the waitREAD MORE
247,5,Good performance and camREAD MORE
248,5,Camera quality is superb of both side of mobile 5/5 Sound quality is good 4/5Display quality is excellent 👌 5/5Battery quality is good 4/5Touch of this phone is excellent 👌 5/5Supervooc charging is excellent 👌 5/5Design of this phone is Good 5/5 if leather texture was used then hand grips is also better without back cover....Performance of this phone is superb👌 5/5Ai function in this mobile is good working 5/5Overall good performance of this mobile in this price segment....READ MORE
249,5,Better drin quick to lunch ta new uadate version battery perREAD MORE
250,5,Awesome Mobile.  Everything is best😍Camera back is woowCurve display with amoled ✅Batery life 5200 mh  +  Fast charger.   ( FULL Charge take maximum 70 min ) Smooth mobile ✅Wonderful back design ✅No Hang issue Recommend 12 + 256  Gb  varient 🎁READ MORE
251,5,Awesome mobile...Very good photo and charge lasting.....READ MORE
252,5,"Nice design, nice lookREAD MORE"
253,5,Very classic lock and mobile screen so silim and very light weightREAD MORE
254,5,Phon came on 7oct n it's one day today haven't usd it properly made n id now I wil gv rvw after 20/30days It's good but U cn go for itRange wise good lN thnx lot Flipkart asusualREAD MORE
255,5,Nice looking 🥰realme p2proREAD MORE
256,5,Very nice 💯 thank you flipkart 🥰READ MORE
257,5,Such a amazing phoneREAD MORE
258,5,Excellent 👍READ MORE
259,5,"After using for three months I am going to give review on this product. Really an excellent product. It's design,camera,sound and other features are amazingREAD MORE"
260,5,Display-Best in the rangeBattery-GoodCamera-NicePerformance-GoodREAD MORE
261,5,Superb mobileREAD MORE
262,5,GoodREAD MORE
263,5,Nice 👍READ MORE
264,5,One of the best phone of realmeREAD MORE
265,5,"512gb , smooth and fast , captures clear pictures , nice phoneREAD MORE"
266,5,Master Piece 🧩 the Best ever phone I have its a Green colour RocksREAD MORE
267,5,"The camera is so good, the battery is also very good, and the overall performance of the phone is very good.READ MORE"
268,5,Best mobileREAD MORE
269,5,Loved itREAD MORE
270,5,Best productREAD MORE
271,5,Nice picture beautifulREAD MORE
272,5,GOODREAD MORE
273,5,Very niceREAD MORE
274,5,Very good mobile in this price rangeREAD MORE
275,5,Good mobileREAD MORE
276,5,Super 🥰 mind blowingREAD MORE
277,5,I like this phone but battery is disappointed to meREAD MORE
278,5,GoodREAD MORE
279,5,Not badREAD MORE
280,5,Good experience best mobile under 25kREAD MORE
281,5,Good productREAD MORE
282,5,Nice performanceREAD MORE
283,5,"Good phone, good qualityREAD MORE"
284,5,I love Realms 👌👌READ MORE
285,5,Loved this product performance is good do buy it its affordable with lots of specs at thus price levelREAD MORE
286,5,Nice phone in the segmentREAD MORE
287,5,Super mobileREAD MORE
288,5,Very nice proudectREAD MORE
289,5,SuperbREAD MORE
290,5,Flagship mobile in BuREAD MORE
291,5,GoodREAD MORE
292,5,GoodREAD MORE
293,5,"Camera design in back side should be more effective and beautiful, main speaker should be more loud also.READ MORE"
294,5,Amazing....READ MORE
295,5,I am presently okREAD MORE
296,5,Very goodREAD MORE
297,5,Nice mobileREAD MORE
298,5,OK 👍READ MORE
299,5,GoodREAD MORE
300,1,Too bad camera Quality I hope to check the company camera I disappointed to me realmeREAD MORE
301,1,Camera quality is bad and poor as compared to its low configuration model(P1 Pro is batter)Battery charging is very slow as compared to other models in market.READ MORE
302,1,Network problemREAD MORE
303,1,The phone was overheating issue and battery draining camera not working properREAD MORE
304,1,"After using it for a few weeks this is my review, the battery is not good, one thing is ok fast charging, camera ok, display is ok design looks slim and good, performance is not what I expected.READ MORE"
305,1,"Phone and charger both were so much heating issue, very much disappointed with this itemREAD MORE"
306,1,"First time I got a bad Product from Flipkart, I request many times for refund,but they don't. I have no time to go to service centre after get my mobile from Flipkart.From today I unsubscribe Flipkart..!READ MORE"
307,1,Phone camera captures pic blurr and not clearPhone heat during charging timeREAD MORE
308,1,Very bad quality and product poor serviceREAD MORE
309,1,Battery heating at charging timeBelow average performance Battery not sufficient for one day normal use Worst experience from battery side and displayREAD MORE
310,1,terrible purchase lost of money.this review after using 1 month  heating problem specially when charging .camera not up to expaction.battery end within day when you use 6 to 7 hour of use. don't purchase new launching phone first read reviews and analysis.your money is more important.READ MORE
311,1,Friger print issueREAD MORE
312,1,Very bed qualityREAD MORE
313,1,Very worst product heating problem battery backup not as expected and customer service not satisfied no return policyREAD MORE
314,1,Very very bad phone. already one dot appears on phone. please dont buy. Go for samsung or  other brands.READ MORE
315,1,Battery draining very quickly and other performance are goodREAD MORE
316,1,Charging drying very quickly. Worst experience with realme.This the worst battery. And net downloading from this ph is very poor. 11000 rupees realme 5i or 5s is better then this.READ MORE
317,1,Bad phoneREAD MORE
318,1,NormalREAD MORE
319,1,Battery backup is very poor.READ MORE
320,1,The screen having no saturation .. The playing video quality is so badREAD MORE
321,1,Bad camera quality and battery drain problem and too much heating Don't buy this phone Waste of moneyREAD MORE
322,1,Fed up of the advertisement that comes always while doing call or reading documents or taking the call.It's very irritating and causing frustrationREAD MORE
323,1,AvarageREAD MORE
324,1,The battery is worst. I cannot even connect to wifi and keep it for 30 minutes. It's telling me to change again? Seriously.?READ MORE
325,1,The phone is getting very hotREAD MORE
326,1,While taking photos camera quality is looking good after 2 seconds quality is worst..Realme has to look this problem and should be fixed..READ MORE
327,1,"Camera lagging,,,, after clicking photo from camera,,,after 2 second,, phone giving auto photo effect ,,, make photo so ugly as he can,,,, request not to purchase,,,, Flipkart will not help youREAD MORE"
328,2,Charge drain fastREAD MORE
329,2,Heating issue Battery avarageCamera avarage Performance Avarage My old Realme XT is 5 years old now also good working I love realme XT Bur p2 pro not satisfied Heating issue battery quickly drained Selfi okFront camera avarageREAD MORE
330,2,The battery drained very fast without using properlyREAD MORE
331,2,Sim issue signals problemREAD MORE
332,2,I am always use Vivo phone.but it's first time I bought realme but phone performance is not good  camera is very poorREAD MORE
333,2,Poor camera . battery is quickly dry. Very poor totally.READ MORE
334,2,When I buy this mobile I am really impressed about both cameras. Battery was really really very very worst. I use gently but it drain very very fast. From one month I didn't use hot spot. Then I saw there in no hotspot option in my mobile and factory data reset option also.Worst experience I am experiencing.READ MORE
335,2,This phone has lot of heating issues even during charging.eventhough I am not a gamer the device is heating up quickly within 15 mins of interent usageREAD MORE
336,2,Hetting very fast mine 42 digree please realme fix it overall good phone Please realme fix it hitting and battery drain issue please This phone is very badREAD MORE
337,2,Heating issueREAD MORE
338,2,Bad battery backupFastbREAD MORE
339,2,This phone heats up very quicklyREAD MORE
340,2,Camera not up to the mark . Not at al satisfiedREAD MORE
341,2,Bad quality cameraREAD MORE
342,2,Poor battery backup. I expected this one to be a good phone but battery backup is much worse.  Much better realme 8s and realme 10 Pro 5g.READ MORE
343,3,the camera quality is not up to the mark as it is lagging and pictures are not sharp.READ MORE
344,3,"I'm Big fan of realme me, I used the same brand earlier real me 3 Pro, but I am very much dissapointed with camera with P2 Pro, my earlier phone real me 3Pro camera is better than this P2 Pro camera..what can I do now nothing na...so if you are looking for good camera phone, then don't go for this oneREAD MORE"
345,3,"The phone is good , exchange is big scam , they cot one price during booking , later while delivery they find some reason to deduct the cot amount ,in spite of choosing lower option For exchange , I had a option of refusing , but don't want to disappoint my daughter who was eagerly  waiting for the phoneREAD MORE"
346,3,The overall phone is good the charging speed is nearly 50 minutes.The camera quality is awesome just as I expected.But I feel bad only one thing that the phone is heating while playing CALL of duty.Battery discharge fastly which is depressing me...When playing COD the battery drain fasts and  the phone is heating no lag in the game only one time I saw glitch while playing. Over all features are awesome.The touch response is 🔥🔥READ MORE
347,3,Battery drains very fastCamera just average Performance just okk okkCharging time 50-60 minFor regular use it's okkDisplay is smooth ⭐⭐⭐for this productREAD MORE
348,3,Display colour is not goodREAD MORE
349,3,Phone performance is Very Good...But Battery Back Up Very Poor...READ MORE
350,3,BatterREAD MORE
351,3,Overall phone very good but I don't know why realme phone not add nfc in there productREAD MORE
352,3,SuperREAD MORE
353,3,Just okREAD MORE
354,3,Cemera Sony bat not good RenaultREAD MORE
355,3,"Camera Quality is not upto the mark, front camera is worst, except camera everything is goodREAD MORE"
356,3,"Battery is worst in this price range rarely goes 1 day in normal usage  ...camera is just good should be better according to the price ... display is excellent, performance is very good, design is also good...... Battery is totally disappointed 😞☹️... should not expected from #realme even my old phone 9i gives better backup till now after using 3 years+ and  used very roughly.....READ MORE"
357,3,"Camera not upto the mark, camera not take colours properly. Clean the photo in every images.READ MORE"
358,3,"Heating issue when playing games, charging phone and do some heavy work onREAD MORE"
359,3,Is anyone facing ringtone discontinue??When my phone rings ringtone getting half ring and half silent again ring and silent. If any one have solution plz tell me.READ MORE
360,3,Ok okREAD MORE
361,3,Camera worst and battery drain issue.READ MORE
362,3,Battery drains quickly. Dont buy.READ MORE
363,3,Battery backup is not up to the markREAD MORE
364,3,"Camera is not upto the mark, Rest is Good after usingREAD MORE"
365,3,Battery drains fast... It's not even lasts for 1 day with minimal use.READ MORE
366,3,Don't buy device is not good as expectedREAD MORE
367,4,Good product realme p2 pro 👍READ MORE
368,4,Display - Outstanding 4.9/5Power - Good 4.5/5Camera - I didn't expect much but It's Good 4.2/5Battery - Enough for 1.5 days after gaming also OS - Realme UI With Lot of AI featuresBack colour - Eagle Grey Looks Splendid Only Cons :Lacks a SD Card SlotLacks a Headphone jackREAD MORE
369,4,Nice product....must be boughtREAD MORE
370,4,"The phone looks good, the build quality is good.Charging takes 60 minutes to charge from 23 to 95%. This is absolutely ridiculous. (Even the redmi note 9 pro takes the same amount of time to charge from 30 to 90%. )READ MORE"
371,4,Faster chargingREAD MORE
372,4,"Writing the review after 1 month of useBattery Quick charge. Stay for 24hrs for regular useDisplay Good and edge sense is slnicePerformanceLooks to be good, but observing some heat.CameraGood but while moving to zoom the cam is taking slight delay in adjusting the lens Overall Good product.READ MORE"
373,4,Value for moneyREAD MORE
374,4,I have been using it for 5 days till now it's a good one. Everything is working fine. Let's see hope for the best 🤞🧿READ MORE
